gene	uniprot
HGD76_02570	A0A6H2BWG6
HGD76_02800	A0A6H2BWH0
HGD76_04410	A0A6H2BWH2
HGD76_03575	A0A6H2BWH3
HGD76_01655	A0A6H2BWH4
HGD76_02645	A0A6H2BWH6
HGD76_06730	A0A6H2BWH7
HGD76_03280	A0A6H2BWH8
HGD76_06705	A0A6H2BWH9
HGD76_04465	A0A6H2BWI1
HGD76_04160	A0A6H2BWI2
HGD76_03675	A0A6H2BWI3
HGD76_01720	A0A6H2BWI4
HGD76_01280	A0A6H2BWI5
HGD76_02695	A0A6H2BWI6
HGD76_06770	A0A6H2BWI7
HGD76_04520	A0A6H2BWJ0
HGD76_02925	A0A6H2BWJ1
HGD76_03725	A0A6H2BWJ3
HGD76_01335	A0A6H2BWJ4
HGD76_01795	A0A6H2BWJ5
HGD76_02755	A0A6H2BWJ6
HGD76_06820	A0A6H2BWJ7
HGD76_06835	A0A6H2BWJ8
HGD76_03390	A0A6H2BWJ9
HGD76_03005	A0A6H2BWK1
HGD76_04585	A0A6H2BWK2
HGD76_01400	A0A6H2BWK3
HGD76_01860	A0A6H2BWK4
HGD76_06875	A0A6H2BWK6
HGD76_02810	A0A6H2BWK7
HGD76_06895	A0A6H2BWK8
HGD76_03445	A0A6H2BWK9
HGD76_03065	A0A6H2BWL0
HGD76_04340	A0A6H2BWL1
HGD76_04645	A0A6H2BWL2
HGD76_01455	A0A6H2BWL3
HGD76_01930	A0A6H2BWL4
HGD76_03840	A0A6H2BWL5
HGD76_02870	A0A6H2BWL7
HGD76_06955	A0A6H2BWL8
HGD76_03500	A0A6H2BWL9
HGD76_03140	A0A6H2BWM1
HGD76_04705	A0A6H2BWM2
HGD76_01510	A0A6H2BWM3
HGD76_03925	A0A6H2BWM5
HGD76_02940	A0A6H2BWM7
HGD76_03570	A0A6H2BWM8
HGD76_07010	A0A6H2BWM9
HGD76_03190	A0A6H2BWN0
HGD76_04755	A0A6H2BWN2
HGD76_01560	A0A6H2BWN3
HGD76_03980	A0A6H2BWN4
HGD76_02055	A0A6H2BWN5
HGD76_07075	A0A6H2BWN6
HGD76_04500	A0A6H2BWP1
HGD76_04820	A0A6H2BWP2
HGD76_07140	A0A6H2BWP5
HGD76_02120	A0A6H2BWP6
HGD76_07170	A0A6H2BWP7
HGD76_03720	A0A6H2BWP8
HGD76_03075	A0A6H2BWP9
HGD76_03320	A0A6H2BWQ0
HGD76_04875	A0A6H2BWQ1
HGD76_04560	A0A6H2BWQ2
HGD76_04080	A0A6H2BWQ4
HGD76_07205	A0A6H2BWQ5
HGD76_02185	A0A6H2BWQ6
HGD76_03775	A0A6H2BWQ8
HGD76_03150	A0A6H2BWQ9
HGD76_04620	A0A6H2BWR0
HGD76_04955	A0A6H2BWR1
HGD76_01765	A0A6H2BWR3
HGD76_04145	A0A6H2BWR4
HGD76_02250	A0A6H2BWR6
HGD76_07280	A0A6H2BWR7
HGD76_03210	A0A6H2BWR8
HGD76_04680	A0A6H2BWS0
HGD76_05020	A0A6H2BWS1
HGD76_03425	A0A6H2BWS2
HGD76_04205	A0A6H2BWS3
HGD76_07320	A0A6H2BWS5
HGD76_02310	A0A6H2BWS6
HGD76_07335	A0A6H2BWS7
HGD76_03270	A0A6H2BWS8
HGD76_03920	A0A6H2BWT0
HGD76_05075	A0A6H2BWT1
HGD76_03480	A0A6H2BWT2
HGD76_01890	A0A6H2BWT4
HGD76_07370	A0A6H2BWT6
HGD76_03330	A0A6H2BWT7
HGD76_04785	A0A6H2BWT8
HGD76_07385	A0A6H2BWT9
HGD76_03975	A0A6H2BWU0
HGD76_04330	A0A6H2BWU2
HGD76_01960	A0A6H2BWU4
HGD76_07460	A0A6H2BWU6
HGD76_02430	A0A6H2BWU7
HGD76_04025	A0A6H2BWU8
HGD76_03380	A0A6H2BWV0
HGD76_04380	A0A6H2BWV2
HGD76_02015	A0A6H2BWV3
HGD76_03640	A0A6H2BWV4
HGD76_07500	A0A6H2BWV5
HGD76_07535	A0A6H2BWV6
HGD76_02490	A0A6H2BWV8
HGD76_04925	A0A6H2BWW0
HGD76_05270	A0A6H2BWW1
HGD76_04435	A0A6H2BWW2
HGD76_02080	A0A6H2BWW3
HGD76_03700	A0A6H2BWW4
HGD76_07580	A0A6H2BWW5
HGD76_04140	A0A6H2BWW6
HGD76_02550	A0A6H2BWW7
HGD76_07595	A0A6H2BWW9
HGD76_04485	A0A6H2BWX1
HGD76_04995	A0A6H2BWX2
HGD76_02160	A0A6H2BWX3
HGD76_03750	A0A6H2BWX4
HGD76_02605	A0A6H2BWX6
HGD76_05055	A0A6H2BWX9
HGD76_04550	A0A6H2BWY0
HGD76_02215	A0A6H2BWY2
HGD76_04200	A0A6H2BWY3
HGD76_05120	A0A6H2BWY4
HGD76_07705	A0A6H2BWY5
HGD76_04605	A0A6H2BWY6
HGD76_03810	A0A6H2BWY7
HGD76_07725	A0A6H2BWY8
HGD76_03650	A0A6H2BWY9
HGD76_05490	A0A6H2BWZ0
HGD76_02280	A0A6H2BWZ1
HGD76_04260	A0A6H2BWZ2
HGD76_02675	A0A6H2BWZ3
HGD76_07780	A0A6H2BWZ4
HGD76_03710	A0A6H2BWZ5
HGD76_07765	A0A6H2BWZ7
HGD76_05170	A0A6H2BWZ8
HGD76_05540	A0A6H2BWZ9
HGD76_02335	A0A6H2BX00
HGD76_03875	A0A6H2BX01
HGD76_02730	A0A6H2BX03
HGD76_07840	A0A6H2BX05
HGD76_04725	A0A6H2BX06
HGD76_07820	A0A6H2BX07
HGD76_05595	A0A6H2BX09
HGD76_05240	A0A6H2BX10
HGD76_02790	A0A6H2BX12
HGD76_03825	A0A6H2BX14
HGD76_07885	A0A6H2BX17
HGD76_02455	A0A6H2BX18
HGD76_05300	A0A6H2BX20
HGD76_04005	A0A6H2BX21
HGD76_02850	A0A6H2BX22
HGD76_04430	A0A6H2BX23
HGD76_07960	A0A6H2BX24
HGD76_03890	A0A6H2BX25
HGD76_04840	A0A6H2BX26
HGD76_02520	A0A6H2BX27
HGD76_07945	A0A6H2BX28
HGD76_05705	A0A6H2BX29
HGD76_05355	A0A6H2BX30
HGD76_02915	A0A6H2BX32
HGD76_04480	A0A6H2BX33
HGD76_08010	A0A6H2BX34
HGD76_04900	A0A6H2BX35
HGD76_03965	A0A6H2BX36
HGD76_05775	A0A6H2BX37
HGD76_07995	A0A6H2BX38
HGD76_02575	A0A6H2BX39
HGD76_05445	A0A6H2BX40
HGD76_02995	A0A6H2BX41
HGD76_04115	A0A6H2BX42
HGD76_04540	A0A6H2BX43
HGD76_04980	A0A6H2BX45
HGD76_05850	A0A6H2BX46
HGD76_08045	A0A6H2BX47
HGD76_02650	A0A6H2BX48
HGD76_04015	A0A6H2BX49
HGD76_03055	A0A6H2BX50
HGD76_04600	A0A6H2BX51
HGD76_04180	A0A6H2BX52
HGD76_05520	A0A6H2BX53
HGD76_05910	A0A6H2BX56
HGD76_08110	A0A6H2BX57
HGD76_02700	A0A6H2BX58
HGD76_04065	A0A6H2BX59
HGD76_04665	A0A6H2BX61
HGD76_04230	A0A6H2BX62
HGD76_05570	A0A6H2BX63
HGD76_08195	A0A6H2BX64
HGD76_05975	A0A6H2BX65
HGD76_05110	A0A6H2BX66
HGD76_02760	A0A6H2BX67
HGD76_08170	A0A6H2BX68
HGD76_04125	A0A6H2BX69
HGD76_03180	A0A6H2BX70
HGD76_04720	A0A6H2BX71
HGD76_04290	A0A6H2BX72
HGD76_06040	A0A6H2BX74
HGD76_02815	A0A6H2BX76
HGD76_05160	A0A6H2BX77
HGD76_08235	A0A6H2BX78
HGD76_04190	A0A6H2BX79
HGD76_04770	A0A6H2BX80
HGD76_03250	A0A6H2BX81
HGD76_04355	A0A6H2BX82
HGD76_08345	A0A6H2BX85
HGD76_02875	A0A6H2BX86
HGD76_04835	A0A6H2BX89
HGD76_05745	A0A6H2BX92
HGD76_06180	A0A6H2BX93
HGD76_08405	A0A6H2BX94
HGD76_02945	A0A6H2BX95
HGD76_05290	A0A6H2BX96
HGD76_03305	A0A6H2BX98
HGD76_04895	A0A6H2BX99
HGD76_04460	A0A6H2BXA0
HGD76_05820	A0A6H2BXA1
HGD76_08470	A0A6H2BXA3
HGD76_08445	A0A6H2BXA6
HGD76_04975	A0A6H2BXA8
HGD76_04515	A0A6H2BXB0
HGD76_05880	A0A6H2BXB1
HGD76_08530	A0A6H2BXB3
HGD76_08515	A0A6H2BXB5
HGD76_05425	A0A6H2BXB6
HGD76_04365	A0A6H2BXB7
HGD76_05040	A0A6H2BXB8
HGD76_03410	A0A6H2BXB9
HGD76_05955	A0A6H2BXC1
HGD76_06390	A0A6H2BXC2
HGD76_08580	A0A6H2BXC3
HGD76_03155	A0A6H2BXC4
HGD76_08565	A0A6H2BXC5
HGD76_04415	A0A6H2BXC9
HGD76_04640	A0A6H2BXD0
HGD76_06020	A0A6H2BXD1
HGD76_08640	A0A6H2BXD3
HGD76_03220	A0A6H2BXD4
HGD76_08615	A0A6H2BXD5
HGD76_05560	A0A6H2BXD6
HGD76_05155	A0A6H2BXD7
HGD76_04470	A0A6H2BXD8
HGD76_03540	A0A6H2BXD9
HGD76_04695	A0A6H2BXE1
HGD76_05615	A0A6H2BXE4
HGD76_08700	A0A6H2BXE6
HGD76_04530	A0A6H2BXE8
HGD76_04750	A0A6H2BXE9
HGD76_03335	A0A6H2BXF3
HGD76_05675	A0A6H2BXF4
HGD76_08740	A0A6H2BXF5
HGD76_08755	A0A6H2BXF6
HGD76_04590	A0A6H2BXF7
HGD76_05285	A0A6H2BXF8
HGD76_03690	A0A6H2BXG0
HGD76_05730	A0A6H2BXG2
HGD76_03385	A0A6H2BXG3
HGD76_05340	A0A6H2BXG5
HGD76_08810	A0A6H2BXG6
HGD76_08795	A0A6H2BXG7
HGD76_04650	A0A6H2BXG8
HGD76_03740	A0A6H2BXH0
HGD76_06740	A0A6H2BXH1
HGD76_03440	A0A6H2BXH3
HGD76_05420	A0A6H2BXH4
HGD76_08900	A0A6H2BXH5
HGD76_08885	A0A6H2BXH6
HGD76_04870	A0A6H2BXH7
HGD76_04710	A0A6H2BXH9
HGD76_06795	A0A6H2BXI1
HGD76_03495	A0A6H2BXI2
HGD76_05505	A0A6H2BXI4
HGD76_08960	A0A6H2BXI7
HGD76_06430	A0A6H2BXI8
HGD76_08975	A0A6H2BXI9
HGD76_03860	A0A6H2BXJ0
HGD76_05555	A0A6H2BXJ4
HGD76_04825	A0A6H2BXJ5
HGD76_05010	A0A6H2BXJ6
HGD76_09020	A0A6H2BXJ7
HGD76_09035	A0A6H2BXJ9
HGD76_03945	A0A6H2BXK0
HGD76_06910	A0A6H2BXK1
HGD76_06000	A0A6H2BXK2
HGD76_04880	A0A6H2BXK4
HGD76_05610	A0A6H2BXK5
HGD76_05070	A0A6H2BXK6
HGD76_09095	A0A6H2BXK7
HGD76_09110	A0A6H2BXK9
HGD76_06970	A0A6H2BXL0
HGD76_03995	A0A6H2BXL1
HGD76_06065	A0A6H2BXL2
HGD76_03715	A0A6H2BXL3
HGD76_05135	A0A6H2BXL6
HGD76_09145	A0A6H2BXL8
HGD76_07020	A0A6H2BXM0
HGD76_06150	A0A6H2BXM1
HGD76_04045	A0A6H2BXM2
HGD76_05025	A0A6H2BXM4
HGD76_05195	A0A6H2BXM6
HGD76_09200	A0A6H2BXM8
HGD76_09225	A0A6H2BXM9
HGD76_06200	A0A6H2BXN0
HGD76_04105	A0A6H2BXN1
HGD76_07115	A0A6H2BXN2
HGD76_03830	A0A6H2BXN3
HGD76_05085	A0A6H2BXN4
HGD76_05800	A0A6H2BXN5
HGD76_09270	A0A6H2BXN8
HGD76_06275	A0A6H2BXP0
HGD76_04170	A0A6H2BXP1
HGD76_07180	A0A6H2BXP2
HGD76_03900	A0A6H2BXP3
HGD76_05145	A0A6H2BXP4
HGD76_05865	A0A6H2BXP5
HGD76_05320	A0A6H2BXP6
HGD76_09330	A0A6H2BXP7
HGD76_06825	A0A6H2BXP8
HGD76_09345	A0A6H2BXP9
HGD76_06355	A0A6H2BXQ0
HGD76_04220	A0A6H2BXQ1
HGD76_07240	A0A6H2BXQ2
HGD76_03970	A0A6H2BXQ3
HGD76_05930	A0A6H2BXQ4
HGD76_05370	A0A6H2BXQ6
HGD76_06880	A0A6H2BXQ7
HGD76_09400	A0A6H2BXQ8
HGD76_04280	A0A6H2BXQ9
HGD76_09425	A0A6H2BXR0
HGD76_06420	A0A6H2BXR1
HGD76_07295	A0A6H2BXR2
HGD76_05995	A0A6H2BXR4
HGD76_05275	A0A6H2BXR5
HGD76_05485	A0A6H2BXR6
HGD76_06940	A0A6H2BXR7
HGD76_07345	A0A6H2BXR8
HGD76_06055	A0A6H2BXS0
HGD76_04070	A0A6H2BXS2
HGD76_04345	A0A6H2BXS3
HGD76_05330	A0A6H2BXS4
HGD76_09460	A0A6H2BXS6
HGD76_07000	A0A6H2BXS7
HGD76_07395	A0A6H2BXS8
HGD76_06145	A0A6H2BXS9
HGD76_05400	A0A6H2BXT0
HGD76_09520	A0A6H2BXT1
HGD76_05590	A0A6H2BXT3
HGD76_04395	A0A6H2BXT5
HGD76_07080	A0A6H2BXT7
HGD76_04195	A0A6H2BXT8
HGD76_07470	A0A6H2BXT9
HGD76_09600	A0A6H2BXU0
HGD76_09575	A0A6H2BXU1
HGD76_05495	A0A6H2BXU2
HGD76_04450	A0A6H2BXU4
HGD76_06195	A0A6H2BXU6
HGD76_04255	A0A6H2BXV0
HGD76_09695	A0A6H2BXV2
HGD76_05700	A0A6H2BXV3
HGD76_07550	A0A6H2BXV4
HGD76_04505	A0A6H2BXV5
HGD76_07215	A0A6H2BXV7
HGD76_06765	A0A6H2BXV8
HGD76_04320	A0A6H2BXV9
HGD76_05600	A0A6H2BXW0
HGD76_09745	A0A6H2BXW2
HGD76_04565	A0A6H2BXW3
HGD76_07605	A0A6H2BXW4
HGD76_05765	A0A6H2BXW5
HGD76_09770	A0A6H2BXW6
HGD76_07270	A0A6H2BXW7
HGD76_06815	A0A6H2BXW8
HGD76_04370	A0A6H2BXW9
HGD76_05660	A0A6H2BXX1
HGD76_07670	A0A6H2BXX2
HGD76_04625	A0A6H2BXX3
HGD76_09810	A0A6H2BXX5
HGD76_09830	A0A6H2BXX6
HGD76_07325	A0A6H2BXX7
HGD76_05905	A0A6H2BXX8
HGD76_06870	A0A6H2BXX9
HGD76_07735	A0A6H2BXY1
HGD76_04420	A0A6H2BXY2
HGD76_05715	A0A6H2BXY4
HGD76_09875	A0A6H2BXY6
HGD76_07375	A0A6H2BXY7
HGD76_07790	A0A6H2BXY8
HGD76_04475	A0A6H2BXZ1
HGD76_05790	A0A6H2BXZ3
HGD76_09945	A0A6H2BXZ5
HGD76_04740	A0A6H2BXZ6
HGD76_07450	A0A6H2BXZ7
HGD76_07850	A0A6H2BXZ9
HGD76_06035	A0A6H2BY02
HGD76_09980	A0A6H2BY03
HGD76_05855	A0A6H2BY04
HGD76_04790	A0A6H2BY05
HGD76_09995	A0A6H2BY06
HGD76_07520	A0A6H2BY07
HGD76_06690	A0A6H2BY08
HGD76_07915	A0A6H2BY09
HGD76_07065	A0A6H2BY10
HGD76_04595	A0A6H2BY11
HGD76_06125	A0A6H2BY12
HGD76_10030	A0A6H2BY13
HGD76_04860	A0A6H2BY15
HGD76_10050	A0A6H2BY16
HGD76_07585	A0A6H2BY17
HGD76_06755	A0A6H2BY18
HGD76_07135	A0A6H2BY19
HGD76_04655	A0A6H2BY20
HGD76_06175	A0A6H2BY22
HGD76_10090	A0A6H2BY23
HGD76_05980	A0A6H2BY24
HGD76_04935	A0A6H2BY25
HGD76_10105	A0A6H2BY26
HGD76_07645	A0A6H2BY28
HGD76_04715	A0A6H2BY30
HGD76_08020	A0A6H2BY31
HGD76_10140	A0A6H2BY32
HGD76_10155	A0A6H2BY34
HGD76_05000	A0A6H2BY35
HGD76_07710	A0A6H2BY36
HGD76_06045	A0A6H2BY37
HGD76_06860	A0A6H2BY38
HGD76_08085	A0A6H2BY39
HGD76_10205	A0A6H2BY41
HGD76_04765	A0A6H2BY42
HGD76_07260	A0A6H2BY43
HGD76_07770	A0A6H2BY44
HGD76_06135	A0A6H2BY45
HGD76_05060	A0A6H2BY47
HGD76_06385	A0A6H2BY49
HGD76_08145	A0A6H2BY50
HGD76_10260	A0A6H2BY51
HGD76_07315	A0A6H2BY52
HGD76_06185	A0A6H2BY53
HGD76_04830	A0A6H2BY54
HGD76_07830	A0A6H2BY55
HGD76_10275	A0A6H2BY57
HGD76_08205	A0A6H2BY59
HGD76_05125	A0A6H2BY60
HGD76_07365	A0A6H2BY61
HGD76_10315	A0A6H2BY62
HGD76_07890	A0A6H2BY64
HGD76_08280	A0A6H2BY66
HGD76_10335	A0A6H2BY69
HGD76_05175	A0A6H2BY70
HGD76_07440	A0A6H2BY71
HGD76_10380	A0A6H2BY72
HGD76_07130	A0A6H2BY73
HGD76_06340	A0A6H2BY75
HGD76_10395	A0A6H2BY77
HGD76_07950	A0A6H2BY79
HGD76_10445	A0A6H2BY82
HGD76_05030	A0A6H2BY83
HGD76_06645	A0A6H2BY85
HGD76_10460	A0A6H2BY86
HGD76_08000	A0A6H2BY89
HGD76_05310	A0A6H2BY90
HGD76_10495	A0A6H2BY91
HGD76_07575	A0A6H2BY92
HGD76_05090	A0A6H2BY93
HGD76_06735	A0A6H2BY94
HGD76_10515	A0A6H2BY96
HGD76_07255	A0A6H2BY97
HGD76_08480	A0A6H2BY98
HGD76_05360	A0A6H2BY99
HGD76_08050	A0A6H2BYA0
HGD76_10560	A0A6H2BYA1
HGD76_07625	A0A6H2BYA2
HGD76_07310	A0A6H2BYA5
HGD76_10575	A0A6H2BYA6
HGD76_08540	A0A6H2BYA8
HGD76_05470	A0A6H2BYA9
HGD76_08115	A0A6H2BYB0
HGD76_10615	A0A6H2BYB1
HGD76_07700	A0A6H2BYB2
HGD76_06840	A0A6H2BYB3
HGD76_10630	A0A6H2BYB7
HGD76_08590	A0A6H2BYB8
HGD76_05525	A0A6H2BYB9
HGD76_08175	A0A6H2BYC0
HGD76_07760	A0A6H2BYC3
HGD76_05280	A0A6H2BYC4
HGD76_07435	A0A6H2BYC5
HGD76_06670	A0A6H2BYC6
HGD76_10685	A0A6H2BYC7
HGD76_08650	A0A6H2BYC8
HGD76_08245	A0A6H2BYC9
HGD76_06960	A0A6H2BYD0
HGD76_10735	A0A6H2BYD1
HGD76_05335	A0A6H2BYD4
HGD76_07490	A0A6H2BYD5
HGD76_06745	A0A6H2BYD6
HGD76_10760	A0A6H2BYD7
HGD76_08710	A0A6H2BYD8
HGD76_07015	A0A6H2BYE0
HGD76_05630	A0A6H2BYE1
HGD76_10810	A0A6H2BYE2
HGD76_07880	A0A6H2BYE3
HGD76_07565	A0A6H2BYE5
HGD76_10825	A0A6H2BYE6
HGD76_07110	A0A6H2BYE9
HGD76_08395	A0A6H2BYF0
HGD76_10865	A0A6H2BYF2
HGD76_10880	A0A6H2BYF4
HGD76_07620	A0A6H2BYF5
HGD76_05755	A0A6H2BYF8
HGD76_07175	A0A6H2BYG0
HGD76_08460	A0A6H2BYG1
HGD76_10920	A0A6H2BYG2
HGD76_07990	A0A6H2BYG3
HGD76_07695	A0A6H2BYG4
HGD76_10940	A0A6H2BYG5
HGD76_05550	A0A6H2BYG7
HGD76_05830	A0A6H2BYG8
HGD76_06915	A0A6H2BYH0
HGD76_08520	A0A6H2BYH1
HGD76_10985	A0A6H2BYH2
HGD76_07755	A0A6H2BYH3
HGD76_08040	A0A6H2BYH4
HGD76_05885	A0A6H2BYH6
HGD76_07290	A0A6H2BYH8
HGD76_08985	A0A6H2BYH9
HGD76_08570	A0A6H2BYI0
HGD76_06975	A0A6H2BYI1
HGD76_11045	A0A6H2BYI4
HGD76_08105	A0A6H2BYI5
HGD76_05665	A0A6H2BYI7
HGD76_07025	A0A6H2BYI8
HGD76_09045	A0A6H2BYJ0
HGD76_07340	A0A6H2BYJ1
HGD76_06025	A0A6H2BYJ2
HGD76_11095	A0A6H2BYJ3
HGD76_05720	A0A6H2BYJ4
HGD76_07875	A0A6H2BYJ5
HGD76_11110	A0A6H2BYJ6
HGD76_08165	A0A6H2BYJ7
HGD76_07185	A0A6H2BYK2
HGD76_11150	A0A6H2BYK3
HGD76_08230	A0A6H2BYK4
HGD76_06115	A0A6H2BYK5
HGD76_05795	A0A6H2BYK6
HGD76_11165	A0A6H2BYK7
HGD76_07935	A0A6H2BYK8
HGD76_08745	A0A6H2BYK9
HGD76_07465	A0A6H2BYL0
HGD76_09175	A0A6H2BYL1
HGD76_05860	A0A6H2BYL2
HGD76_07245	A0A6H2BYL3
HGD76_11210	A0A6H2BYL5
HGD76_07985	A0A6H2BYL6
HGD76_08315	A0A6H2BYL7
HGD76_11225	A0A6H2BYL9
HGD76_07545	A0A6H2BYM0
HGD76_09235	A0A6H2BYM1
HGD76_08385	A0A6H2BYM2
HGD76_05925	A0A6H2BYM3
HGD76_07300	A0A6H2BYM4
HGD76_06230	A0A6H2BYM5
HGD76_08035	A0A6H2BYM6
HGD76_11260	A0A6H2BYM8
HGD76_11275	A0A6H2BYM9
HGD76_09295	A0A6H2BYN0
HGD76_07600	A0A6H2BYN1
HGD76_06305	A0A6H2BYN2
HGD76_05990	A0A6H2BYN3
HGD76_07350	A0A6H2BYN4
HGD76_08100	A0A6H2BYN5
HGD76_11330	A0A6H2BYN6
HGD76_08965	A0A6H2BYN7
HGD76_08440	A0A6H2BYN8
HGD76_11345	A0A6H2BYN9
HGD76_09360	A0A6H2BYP0
HGD76_07665	A0A6H2BYP1
HGD76_06370	A0A6H2BYP2
HGD76_09025	A0A6H2BYP4
HGD76_08160	A0A6H2BYP5
HGD76_11435	A0A6H2BYP6
HGD76_06050	A0A6H2BYP7
HGD76_08505	A0A6H2BYP8
HGD76_11450	A0A6H2BYP9
HGD76_09435	A0A6H2BYQ0
HGD76_06465	A0A6H2BYQ1
HGD76_07730	A0A6H2BYQ2
HGD76_07475	A0A6H2BYQ3
HGD76_09100	A0A6H2BYQ4
HGD76_08225	A0A6H2BYQ5
HGD76_11505	A0A6H2BYQ6
HGD76_06140	A0A6H2BYQ7
HGD76_08560	A0A6H2BYQ8
HGD76_11530	A0A6H2BYQ9
HGD76_07555	A0A6H2BYR2
HGD76_09150	A0A6H2BYR3
HGD76_07785	A0A6H2BYR4
HGD76_06190	A0A6H2BYR6
HGD76_08610	A0A6H2BYR7
HGD76_09550	A0A6H2BYR8
HGD76_11570	A0A6H2BYR9
HGD76_11600	A0A6H2BYS1
HGD76_07610	A0A6H2BYS2
HGD76_07845	A0A6H2BYS4
HGD76_08380	A0A6H2BYS5
HGD76_06260	A0A6H2BYS6
HGD76_11635	A0A6H2BYS7
HGD76_09615	A0A6H2BYT0
HGD76_11650	A0A6H2BYT1
HGD76_07675	A0A6H2BYT2
HGD76_09275	A0A6H2BYT3
HGD76_07910	A0A6H2BYT4
HGD76_11685	A0A6H2BYT5
HGD76_08435	A0A6H2BYT6
HGD76_06345	A0A6H2BYT7
HGD76_08735	A0A6H2BYT9
HGD76_09720	A0A6H2BYU0
HGD76_11705	A0A6H2BYU1
HGD76_09335	A0A6H2BYU3
HGD76_11740	A0A6H2BYU4
HGD76_08500	A0A6H2BYU5
HGD76_06400	A0A6H2BYU8
HGD76_09780	A0A6H2BYU9
HGD76_08790	A0A6H2BYV0
HGD76_11755	A0A6H2BYV1
HGD76_07795	A0A6H2BYV2
HGD76_09405	A0A6H2BYV3
HGD76_11800	A0A6H2BYV4
HGD76_06830	A0A6H2BYV5
HGD76_08015	A0A6H2BYV7
HGD76_11825	A0A6H2BYV8
HGD76_08555	A0A6H2BYV9
HGD76_09840	A0A6H2BYW0
HGD76_08880	A0A6H2BYW1
HGD76_07855	A0A6H2BYW2
HGD76_11875	A0A6H2BYW5
HGD76_09900	A0A6H2BYW9
HGD76_08950	A0A6H2BYX0
HGD76_08605	A0A6H2BYX1
HGD76_07925	A0A6H2BYX2
HGD76_09525	A0A6H2BYX3
HGD76_06945	A0A6H2BYX4
HGD76_11945	A0A6H2BYX5
HGD76_08130	A0A6H2BYX7
HGD76_09015	A0A6H2BYX9
HGD76_11960	A0A6H2BYY0
HGD76_07975	A0A6H2BYY2
HGD76_08200	A0A6H2BYY5
HGD76_06675	A0A6H2BYY6
HGD76_11995	A0A6H2BYY7
HGD76_09090	A0A6H2BYY8
HGD76_12015	A0A6H2BYY9
HGD76_10005	A0A6H2BYZ0
HGD76_08730	A0A6H2BYZ1
HGD76_09700	A0A6H2BYZ2
HGD76_08025	A0A6H2BYZ5
HGD76_10060	A0A6H2BYZ7
HGD76_12060	A0A6H2BYZ8
HGD76_12085	A0A6H2BYZ9
HGD76_09140	A0A6H2BZ00
HGD76_08785	A0A6H2BZ01
HGD76_12125	A0A6H2BZ03
HGD76_08350	A0A6H2BZ04
HGD76_09755	A0A6H2BZ05
HGD76_10115	A0A6H2BZ06
HGD76_12145	A0A6H2BZ09
HGD76_08875	A0A6H2BZ10
HGD76_07165	A0A6H2BZ11
HGD76_06855	A0A6H2BZ12
HGD76_08410	A0A6H2BZ13
HGD76_09265	A0A6H2BZ15
HGD76_10165	A0A6H2BZ16
HGD76_08150	A0A6H2BZ17
HGD76_12195	A0A6H2BZ19
HGD76_08940	A0A6H2BZ20
HGD76_07220	A0A6H2BZ21
HGD76_09315	A0A6H2BZ22
HGD76_08475	A0A6H2BZ23
HGD76_09880	A0A6H2BZ24
HGD76_06920	A0A6H2BZ25
HGD76_10235	A0A6H2BZ26
HGD76_12240	A0A6H2BZ28
HGD76_12255	A0A6H2BZ29
HGD76_09010	A0A6H2BZ30
HGD76_09390	A0A6H2BZ31
HGD76_07275	A0A6H2BZ32
HGD76_08535	A0A6H2BZ33
HGD76_10290	A0A6H2BZ36
HGD76_08285	A0A6H2BZ37
HGD76_12305	A0A6H2BZ39
HGD76_09085	A0A6H2BZ40
HGD76_09455	A0A6H2BZ41
HGD76_07330	A0A6H2BZ42
HGD76_09985	A0A6H2BZ43
HGD76_08585	A0A6H2BZ44
HGD76_10345	A0A6H2BZ45
HGD76_08365	A0A6H2BZ47
HGD76_12350	A0A6H2BZ48
HGD76_09135	A0A6H2BZ50
HGD76_10040	A0A6H2BZ51
HGD76_08645	A0A6H2BZ53
HGD76_09515	A0A6H2BZ54
HGD76_07125	A0A6H2BZ55
HGD76_08420	A0A6H2BZ58
HGD76_12430	A0A6H2BZ59
HGD76_09190	A0A6H2BZ60
HGD76_08705	A0A6H2BZ61
HGD76_10095	A0A6H2BZ62
HGD76_09570	A0A6H2BZ63
HGD76_07190	A0A6H2BZ64
HGD76_12465	A0A6H2BZ66
HGD76_08485	A0A6H2BZ67
HGD76_12480	A0A6H2BZ68
HGD76_09260	A0A6H2BZ69
HGD76_07455	A0A6H2BZ70
HGD76_10525	A0A6H2BZ73
HGD76_12515	A0A6H2BZ74
HGD76_12530	A0A6H2BZ75
HGD76_08545	A0A6H2BZ76
HGD76_09310	A0A6H2BZ77
HGD76_08760	A0A6H2BZ78
HGD76_10210	A0A6H2BZ81
HGD76_07305	A0A6H2BZ82
HGD76_10585	A0A6H2BZ83
HGD76_12570	A0A6H2BZ84
HGD76_12590	A0A6H2BZ85
HGD76_08595	A0A6H2BZ86
HGD76_08820	A0A6H2BZ88
HGD76_09740	A0A6H2BZ89
HGD76_10265	A0A6H2BZ90
HGD76_10640	A0A6H2BZ91
HGD76_07590	A0A6H2BZ92
HGD76_12625	A0A6H2BZ93
HGD76_07355	A0A6H2BZ94
HGD76_12640	A0A6H2BZ95
HGD76_09450	A0A6H2BZ96
HGD76_08905	A0A6H2BZ99
HGD76_10320	A0A6H2BZA0
HGD76_07650	A0A6H2BZA1
