(+)-Limonene	CC1=CCC(CC1)C(=C)C
L-Threonine phosphate	CC(C(C(=O)O)N)OP(=O)(O)O
L-Tryptophan	C1=CC=C2C(=C1)C(=CN2)CC(C(=O)O)N
L-Tyrosine	C1=CC(=CC=C1CC(C(=O)O)N)O
L-Valine	CC(C)C(C(=O)O)N
L-Xylulose 1-phosphate	C(C(C(C(=O)COP(=O)(O)O)O)O)O
L-alanylglycine	CC(C(=O)NCC(=O)O)N
L-beta-Leucine	CC(C)C(CC(=O)O)N
L-erythro-3-Methylmalyl-CoA	CC(C(C(=O)O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
L-histidinol-phosphate	C1=C(NC=N1)CC(COP(=O)(O)O)N
LL-2,6-Diaminopimelate	C(CC(C(=O)O)N)CC(C(=O)O)N
Lauroyl-KDO2-lipid IV(A)	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)COC3(CC(C(C(O3)C(CO)O)O)OC4(CC(C(C(O4)C(CO)O)O)O)C(=O)O)C(=O)O)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)OC(=O)CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O
Leachianone G	CC(=CCC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)C
Lecithin	CCCCCCCCCCCCCCCC(=O)OCC(COP(=O)([O-])OCC[N+](C)(C)C)OC(=O)CCCCCCCC=CCC=CCCCCC
Linoleoyl-CoA	CCCCCC=CCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Lipid A disaccharide	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OCC2C(C(C(C(O2)OP(=O)(O)O)NC(=O)CC(CCCCCCCCCCC)O)OC(=O)CC(CCCCCCCCCCC)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
Lipid IV(A)	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)COC2C(C(C(C(O2)CO)OP(=O)(O)O)OC(=O)CC(CCCCCCCCCCC)O)NC(=O)CC(CCCCCCCCCCC)O)O)OC(=O)CC(CCCCCCCCCCC)O)O
Lipid X	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
Lipoamide	C1CSSC1CCCCC(=O)N
Lipoate	C1CSSC1CCCCC(=O)[O-]
Lipoyl-AMP	C1CSSC1CCCCC(=O)OP(=O)(O)OCC2C(C(C(O2)N3C=NC4=C(N=CN=C43)N)O)O
Lipoylprotein	C1CSSC1CCCCC(=O)N
Lysopine	CC(C(=O)O)NC(CCCCN)C(=O)O
Maleylacetate	C(C(=O)C=CC(=O)[O-])C(=O)[O-]
Malonyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CC(=O)O)O
Malonyl-acyl-carrierprotein-	
Maltoheptaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC6C(OC(C(C6O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)CO)CO)CO)O)O)O)O
Maltohexaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC5C(OC(C(C5O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)CO)CO)O)O)O)O
Maltopentaose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC4C(OC(C(C4O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)CO)O)O)O)O
Maltose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)O)CO)O)O)O)O
Maltotetraose	C(C1C(C(C(C(O1)OC2C(OC(C(C2O)O)OC3C(OC(C(C3O)O)OC(C(CO)O)C(C(C=O)O)O)CO)CO)O)O)O)O
Menaquinol 8	CC1=C(C2=CC=CC=C2C(=C1CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C)O)O
Menaquinone 7	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Menaquinone 8	CC1=C(C(=O)C2=CC=CC=C2C1=O)CC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)CCC=C(C)C
Mercaptopyruvate	C(C(=O)C(=O)O)S
Mesaconyl-CoA	CC(=CC(=O)O)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Methacrylyl-CoA	CC(=C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Methanamine	CN
Mevalonic acid	CC(CCO)(CC(=O)O)O
Mg	[Mg]
Mg-Protoporphyrin IX 13-monomethyl ester	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)O)C)CCC(=O)OC.[Mg+2]
Mg-protoporphyrin IX	CC1=C(C2=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=N5)C=C1[N-]2)C=C)C)C=C)C)C(=C3CCC(=O)[O-])C)CCC(=O)[O-].[Mg+2]
Mn2+	[Mn+2]
MurAc(oyl-L-Ala-D-gamma-Glu-L-Lys-D-Ala-D-Ala)-diphospho- undecaprenol	
Mycothiol	CC(=O)NC(CS)C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O
Myristic acid	CCCCCCCCCCCCCC(=O)O
Myristoyl-ACP	
Myristoyl-CoA	CCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
N'-Phosphoguanidinoethyl methyl phosphate	COP(=O)(O)OCCN=C(N)NP(=O)(O)O
N-5-phosphoribosyl-anthranilate	
N-Acetyl-D-glucosamine 6-phosphate	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O
N-Acetyl-D-glucosamine1-phosphate	CC(=O)NC1C(C(C(OC1OP(=O)(O)O)CO)O)O
N-Acetyl-D-mannosamine	CC(=O)NC1C(C(C(OC1O)CO)O)O
N-Acetyl-L-citrulline	CC(=O)NC(CCCNC(=O)N)C(=O)O
N-Acetyl-L-glutamate	CC(=O)NC(CCC(=O)O)C(=O)O
N-Acetyl-beta-D-mannosaminyl-1,4-N-acetyl-D- glucosaminyldiphosphoundecaprenol	
N-Acetyl-beta-alanine	CC(=O)NCCC(=O)O
N-Acetylmannosamine 6-phosphate	CC(=O)NC1C(C(C(OC1O)COP(=O)(O)O)O)O
N-Acetylornithine	CC(=O)NC(CCCN)C(=O)O
N-Carbamoyl-L-aspartate	C(C(C(=O)O)NC(=O)N)C(=O)O
N-Cyclopropylammelide	C1CC1NC2=NC(=O)NC(=O)N2
N-Cyclopropylammeline	C1CC1NC2=NC(=O)NC(=N2)N
N-Formimino-L-glutamate	C(CC(=O)O)C(C(=O)O)N=CN
N-Formyl-GAR	C(C1C(C(C(O1)NC(=O)CNC=O)O)O)OP(=O)(O)O
N-Formyl-L-glutamate	C(CC(=O)O)C(C(=O)O)NC=O
N-Methylethanolamine phosphate	CNCCOP(=O)(O)O
N-Methylhexanamide	CCCCCC(=O)NC
N-Methylhydantoin	CN1CC(=O)NC1=O
N-Ribosylnicotinamide	C1=CC(=C[N+](=C1)C2C(C(C(O2)CO)O)O)C(=O)N
N2	N#N
N2-Acetyl-L-aminoadipate semialdehyde	CC(=O)NC(CCCC=O)C(=O)O
N2-Acetyl-L-aminoadipyl-delta-phosphate	CC(=O)NC(CCCC(=O)OP(=O)(O)O)C(=O)O
NAD	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N
NADH	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O
NADP	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)([O-])OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O)C(=O)N
NADPH	C1C=CN(C=C1C(=O)N)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OCC3C(C(C(O3)N4C=NC5=C(N=CN=C54)N)OP(=O)(O)O)O)O)O
NDP	C1=CC=C2C(=CC=C(C2=C1)CCC(=O)[O-])CCC(=O)[O-].[Na+].[Na+]
NH3	N
Na+	[Na+]
Naringenin	C1C(OC2=CC(=CC(=C2C1=O)O)O)C3=CC=C(C=C3)O
Neoxanthin	CC(=CC=CC=C(C)C=CC=C(C)C=C=C1C(CC(CC1(C)O)O)(C)C)C=CC=C(C)C=CC23C(CC(CC2(O3)C)O)(C)C
Niacin	C1=CC(=CN=C1)C(=O)O
Nicotianamine	C1CN(C1C(=O)O)CCC(C(=O)O)NCCC(C(=O)O)N
Nicotinamide ribonucleotide	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)[O-])O)O)C(=O)N
Nicotinate D-ribonucleoside	
Nicotinate ribonucleotide	C1=CC(=C[N+](=C1)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O
Nitrite	N(=O)[O-]
Nonaprenyl-4-hydroxybenzoate	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOC(=O)C1=CC=C(C=C1)O)C)C)C)C)C)C)C)C)C
Nucleoside phosphate	
O-Acetyl-L-homoserine	CC(=O)OCCC(C(=O)O)N
O-Acetyl-L-serine	CC(=O)OCC(C(=O)O)N
O-D-Mannosylprotein	
O-Phospho-L-homoserine	C(COP(=O)(O)O)C(C(=O)O)N
O-Phosphoviomycin	C1C(N=C(NC1O)N)C2C(=O)NCC(C(=O)NC(C(=O)NC(C(=O)NC(=CNC(=O)N)C(=O)N2)CO)COP(=O)(O)O)NC(=O)CC(CCCN)N
O-Succinyl-L-homoserine	C(COC(=O)CCC(=O)O)C(C(=O)O)N
O2	O=O
O2-	
Octadecenoyl-ACP	
Octadecenoyl-CoA	
Octanoyl-ACP	
Octodecanoyl-ACP	
Oleate	CCCCCCCCC=CCCCCCCCC(=O)[O-]
Oleoyl-CoA	CCCCCCCCC=CCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Ornithine	C(CC(C(=O)O)N)CN
Orotate	C1=C(NC(=O)NC1=O)C(=O)[O-]
Orotidylic acid	C1=C(N(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)O)O)O)C(=O)O
Oxalate	C(=O)(C(=O)[O-])[O-]
Oxaloacetate	C(C(=O)C(=O)O)C(=O)O
Oxalosuccinate	C(C(C(=O)C(=O)O)C(=O)O)C(=O)O
Oxalyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)C(=O)O)O
Oxidized glutathione	
Oxidizedferredoxin	
PAN	C1=CC=C2C(=C1)C=CC(=C2N=NC3=CC=CC=N3)O
PM	[Pm]
PNP	C1=CC(=CC=C1[N+](=O)[O-])O
PPi	
PRPP	C(C1C(C(C(O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
Palmatine	COC1=C(C2=C[N+]3=C(C=C2C=C1)C4=CC(=C(C=C4CC3)OC)OC)OC
Palmitate	CCCCCCCCCCCCCCCC(=O)O
Palmitoleic acid	CCCCCCC=CCCCCCCCC(=O)O
Palmitoyl-CoA	CCCCCCCCCCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Pantoate	CC(C)(CO)C(C(=O)[O-])O
Pb	[Pb]
Pelargonidin 3-O-beta-D-glucoside 5-O-(6-coumaroyl-beta-D-glucoside)	C1=CC(=CC=C1C=CC(=O)OCC2C(C(C(C(O2)OC3=CC(=CC4=[O+]C(=C(C=C34)OC5C(C(C(C(O5)CO)O)O)O)C6=CC=C(C=C6)O)O)O)O)O)O
Pelargonidin 3-glucoside 5-caffeoylglucoside	C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)COC(=O)C=CC5=CC(=C(C=C5)O)O)O)O)O)OC6C(C(C(C(O6)CO)O)O)O)O
Pelargonin	C1=CC(=CC=C1C2=C(C=C3C(=CC(=CC3=[O+]2)O)OC4C(C(C(C(O4)CO)O)O)O)OC5C(C(C(C(O5)CO)O)O)O)O
Peptidoglycan polymer (n subunits)	
Peptidoglycan polymer (n-1 subunits)	
Phenethylamine	C1=CC=C(C=C1)CCN
Phenylpropanoate	C1=CC=C(C=C1)CCC(=O)O
Phenylpyruvate	C1=CC=C(C=C1)CC(=O)C(=O)O
Phosphate	[O-]P(=O)([O-])[O-]
Phosphatidylglycerol dioctadecanoyl	
Phosphatidylglycerophosphate didodecanoyl	
Phosphatidylglycerophosphate dihexadec-9-enoyl	
Phosphatidylglycerophosphate dihexadecanoyl	
Phosphatidylglycerophosphate dioctadec-11-enoyl	
Phosphatidylglycerophosphate dioctadecanoyl	
Phosphatidylglycerophosphate ditetradec-7-enoyl	
Phosphatidylglycerophosphate ditetradecanoyl	
Phosphoenol-4-deoxy-3-tetrulosonate	C=C(C(C(=O)O)O)OP(=O)(O)O
Phosphoenolpyruvate	C=C(C(=O)O)OP(=O)(O)O
Phosphoethanolamine	C(COP(=O)(O)O)N
Phospholipid methylene fatty acid	
Phospholipid olefinic fatty acid	
Phosphonoacetaldehyde	C(C=O)P(=O)(O)O
Phosphopantetheine	CC(C)(COP(=O)(O)O)C(C(=O)NCCC(=O)NCCS)O
Phosphoribosyl-AMP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)N=CN(C2=N)C4C(C(C(O4)COP(=O)(O)O)O)O
Phosphoribosyl-ATP	C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O)O)N=C[N+](=C2N)C4C(C(C(O4)COP(=O)(O)O)O)O
Phthalate	C1=CC=C(C(=C1)C(=O)[O-])C(=O)[O-]
Phycite	C(C(C(CO)O)O)O
Phytyl diphosphate	CC(C)CCCC(C)CCCC(C)CCCC(=CCOP(=O)(O)OP(=O)(O)O)C
Pimeloyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCCCCC(=O)O)O
Plasmenylethanolamine	
Porphobilinogen	C1=C(C(=C(N1)CN)CC(=O)O)CCC(=O)O
Precorrin 1	CC1(C(C2=NC1=CC3=C(C(=C(N3)CC4=C(C(=C(N4)CC5=C(C(=C(C2)N5)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CC(=O)O
Precorrin 2	CC1(C(C2=CC3=NC(=CC4=C(C(=C(N4)CC5=C(C(=C(N5)C=C1N2)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)C(C3(C)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O
Precorrin 3B	CC12CC(=O)OC13C(C4=C(C(=C(N4)CC5=C(C(=C(N5)C=C6C(C(C(=CC(=N3)C2CCC(=O)O)N6)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)(C)O
Precorrin 4	CC(=O)C12C3=C(C(C(=N3)CC4=C(C(=C(N4)CC5=C(C(C(=N5)C=C(N1)C(C2(C)CC(=O)O)CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O)CCC(=O)O)(C)CCC(=O)O)CC(=O)O
Prenol-45n teichoic acid	
Prenol-45n teichoic acid-alanine substituted	
Prenol-45n teichoic acid-glucose substituted	
Prephenate	C1=CC(C=CC1O)(CC(=O)C(=O)O)C(=O)O
Pretyrosine	C1=CC(C=CC1O)(CC(C(=O)O)N)C(=O)O
Propanal	CCC=O
Propionate	CCC(=O)[O-]
Propionyl phosphate	CCC(=O)OP(=O)(O)O
Propionyl-CoA	CCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Protein N-pros-phosphohistidine	
Protein biosynthesis	
Protein histidine	
Protein serine	
Protochlorophyllide	CCC1=C(C2=NC1=CC3=C(C4=C([N-]3)C(=C5C(=C(C(=N5)C=C6C(=C(C(=C2)[N-]6)C=C)C)C)CCC(=O)O)C(C4=O)C(=O)OC)C)C.[Mg+2]
Protoporphyrin	CC1=C(C2=CC3=NC(=CC4=NC(=CC5=C(C(=C(N5)C=C1N2)C=C)C)C(=C4CCC(=O)O)C)C(=C3C)CCC(=O)O)C=C
ProtoporphyrinogenIX	
Provitamin D3	CC(C)CCCC(C)C1CCC2C1(CCC3C2=CC=C4C3(CCC(C4)O)C)C
Putrescine	C(CCN)CN
Pyridoxal	CC1=NC=C(C(=C1O)C=O)CO
Pyridoxal phosphate	CC1=NC=C(C(=C1O)C=O)COP(=O)(O)O
Pyridoxamine phosphate	CC1=NC=C(C(=C1O)CN)COP(=O)(O)O
Pyridoxine phosphate	CC1=NC=C(C(=C1O)CO)COP(=O)(O)O
Pyridoxol	CC1=NC=C(C(=C1O)CO)CO
Pyruvate	CC(=O)C(=O)[O-]
Quinolinate	C1=CC(=C(N=C1)C(=O)O)C(=O)O
R-3-hydroxypalmitoyl-acyl-carrierprotein-	
R-CN	
R-S-Glutathione	
RNA transcription	
Reduced riboflavin	CC1=CC2=C(C=C1C)N(C3=C(N2)C(=O)NC(=O)N3)CC(C(C(CO)O)O)O
Reducedferredoxin	
Riboflavin	CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)CC(C(C(CO)O)O)O
Ribose 1-phosphate	C(C1C(C(C(O1)OP(=O)(O)O)O)O)O
S	[S]
S-(2,2-Dichloro-1-hydroxy)ethyl glutathione	C(CC(=O)NC(CSC(C(Cl)Cl)O)C(=O)NCC(=O)O)C(C(=O)O)N
S-(2-Chloroacetyl)glutathione	C(CC(=O)NC(CSC(=O)CCl)C(=O)NCC(=O)O)C(C(=O)O)N
S-(Formylmethyl)glutathione	C(CC(=O)NC(CSCC=O)C(=O)NCC(=O)O)C(C(=O)O)N
S-(Hydroxymethyl)glutathione	C(CC(=O)NC(CSCO)C(=O)NCC(=O)O)C(C(=O)O)N
S-Acetyldihydrolipoamide	CC(=O)SC(CCCCC(=O)N)CCS
S-Adenosyl-L-methionine	C[S+](CCC(C(=O)[O-])N)CC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)O
S-Adenosyl-homocysteine	C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CSCCC(C(=O)O)N)O)O)N
S-Aminomethyldihydrolipoylprotein	C(CCC(=O)N)CC(CCSCN)S
S-Dihydroorotate	
S-Formylglutathione	C(CC(=O)NC(CSC=O)C(=O)NCC(=O)O)C(C(=O)O)N
S-Formylmycothiol	CC(=O)NC(CSC=O)C(=O)NC1C(C(C(OC1OC2C(C(C(C(C2O)O)O)O)O)CO)O)O
S-Methyl-1-thio-D-glycerate	CSC(=O)C(CO)O
S-Methyl-3-phospho-1-thio-D-glycerate	CSC(=O)C(COP(=O)(O)O)O
SAICAR	C1=NC(=C(N1C2C(C(C(O2)COP(=O)(O)O)O)O)N)C(=O)NC(CC(=O)O)C(=O)O
SALC	
SHCHC	C1=CC(C(C(=C1)C(=O)CCC(=O)O)C(=O)O)O
Salicylaldehyde	C1=CC=C(C(=C1)C=O)O
Sedoheptulose 1,7-bisphosphate	C(C(C(C(C(C(=O)COP(=O)(O)O)O)O)O)O)OP(=O)(O)O
Sedoheptulose7-phosphate	
Selenate	[O-][Se](=O)(=O)[O-]
Selenocystathionine	C(C[Se]CC(C(=O)O)N)C(C(=O)O)N
Selenohomocysteine	
Sepiapterin	CC(C(=O)C1=NC2=C(NC1)N=C(NC2=O)N)O
Serotonin	C1=CC2=C(C=C1O)C(=CN2)CCN
Shikimate	C1C(C(C(C=C1C(=O)[O-])O)O)O
Sinapaldehyde	COC1=CC(=CC(=C1O)OC)C=CC=O
Sinapate	COC1=CC(=CC(=C1O)OC)C=CC(=O)O
Siroheme	CC1(C(C2=NC1=CC3=NC(=CC4=C(C(=C([N-]4)C=C5C(=C(C(=C2)[N-]5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)C(C3CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O.[Fe+2]
Sirohydrochlorin	CC1(C(C2=NC1=CC3=NC(=CC4=C(C(=C(N4)C=C5C(=C(C(=C2)N5)CC(=O)O)CCC(=O)O)CCC(=O)O)CC(=O)O)C(C3CCC(=O)O)(C)CC(=O)O)CCC(=O)O)CC(=O)O
Solanesyl diphosphate	CC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCCC(=CCOP(=O)(O)OP(=O)(O)O)C)C)C)C)C)C)C)C)C
Sophoraflavanone G	CC(=CCC(CC1=C2C(=C(C=C1O)O)C(=O)CC(O2)C3=C(C=C(C=C3)O)O)C(=C)C)C
Sorbitol	C(C(C(C(C(CO)O)O)O)O)O
Spermidine	C(CCNCCCN)CN
Stearoyl-[acyl-carrier protein]	
Stearoylcardiolipin (B. subtilis)	
Sterol	C1CC2CCC3C4CCC(CC4CCC3C2C1)O
Steryl ester	
Styrene oxide	C1C(O1)C2=CC=CC=C2
Succinate	C(CC(=O)[O-])C(=O)[O-]
Succinyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)O)O
Succinylbenzoate	C1=CC=C(C(=C1)C(=O)CCC(=O)O)C(=O)O
Succinylbenzoyl-CoA	CC(C)(COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)C(C(=O)NCCC(=O)NCCSC(=O)CCC(=O)C4=CC=CC=C4C(=O)O)O
Sucrose	C(C1C(C(C(C(O1)OC2(C(C(C(O2)CO)O)O)CO)O)O)O)O
Sulfate	[O-]S(=O)(=O)[O-]
Sulfite	[O-]S(=O)[O-]
TCE	
THF-L-glutamate	C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)NC(CCC(=O)O)C(=O)O)C(=O)O
TPP	
TRHL	
TTP	CC1=CN(C(=O)NC1=O)C2CC(C(O2)COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O
Taurine	C(CS(=O)(=O)O)N
Taurochenodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)O)C1CCC2C1(CCC3C2C(CC4C3(CCC(C4)O)C)O)C
Taurocholate	CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2C(CC4C3(CCC(C4)O)C)O)O)C
Taurocyamine	C(CS(=O)(=O)O)N=C(N)N
Taurodeoxycholate	CC(CCC(=O)NCCS(=O)(=O)[O-])C1CCC2C1(C(CC3C2CCC4C3(CCC(C4)O)C)O)C
Tetrahydrobiopterin	CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O
Tetrahydrofolate	C1C(NC2=C(N1)N=C(NC2=O)N)CNC3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
Tetrahydropalmatine	COC1=C(C2=C(CC3C4=CC(=C(C=C4CCN3C2)OC)OC)C=C1)OC
Thiamin	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO
Thiamine phosphate	CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCOP(=O)([O-])[O-]
Thiocyanate	C(#N)[S-]
Thymidine	CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O
Thymine	CC1=CNC(=O)NC1=O
Thyminose	C(C=O)C(C(CO)O)O
Tiglyl-CoA	CC=C(C)C(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OCC1C(C(C(O1)N2C=NC3=C(N=CN=C32)N)O)OP(=O)(O)O)O
Toxopyrimidine	CC1=NC=C(C(=N1)N)CO
Trehalose 6-phosphate	C(C1C(C(C(C(O1)OC2C(C(C(C(O2)COP(=O)(O)O)O)O)O)O)O)O)O
Triphosphate	[O-]P(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-]
Tryptamine	C1=CC=C2C(=C1)C(=CN2)CCN
Tyramine	C1=CC(=CC=C1CCN)O
UDP	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)O)O)O
UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	CCCCCCCCCCCC(CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)OC(=O)CC(CCCCCCCCCCC)O)O
UDP-3-O-(beta-hydroxymyristoyl)-D-glucosamine	CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)N)O
UDP-3-O-(beta-hydroxymyristoyl)-N-acetylglucosamine	CCCCCCCCCCCC(CC(=O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C)O
UDP-6-sulfoquinovose	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(C(O3)CS(=O)(=O)O)O)O)O)O)O
UDP-D-galacto-1,4-furanose	C1=CN(C(=O)NC1=O)C2C(C(C(O2)COP(=O)(O)OP(=O)(O)OC3C(C(C(O3)C(CO)O)O)O)O)O
UDP-MurNAc	CC(C(=O)O)OC1C(C(OC(C1O)CO)OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)NC(=O)C
UDP-N-acetyl-D-galactosamine	CC(=O)NC1C(C(C(OC1OP(=O)(O)OP(=O)(O)OCC2C(C(C(O2)N3C=CC(=O)NC3=O)O)O)CO)O)O
